5.0201,1.9231,0.39286,0.00066628,0.23214
-3.169,2.7218,0.51786,0.0018606,0.26786
-3.9639,2.1533,0.64286,0.00075988,0.19643
-3.6945,2.1238,0.625,0.0019668,0.16071
-3.1686,2.3036,0.55357,0.0023254,0.26786
6.0309,1.4837,0.35714,0.004832,0.32143
5.8101,1.6633,0.44643,0.001166,0.23214
6.9703,1.4677,0.28571,0.01204,0.30357
7.5309,1.4797,0.30357,0.015981,0.39286
5.8886,1.509,0.33929,0.015004,0.42857
-4.5799,2.2081,0.625,0.0005945,0.30357
-4.2308,2.0531,0.60714,8.8917e-05,0.23214
2.8057,1.8216,0.57143,0.0025251,0.41071
7.2328,1.3868,0.32143,0.011755,0.46429
-1.5692,2.0686,0.41071,0.002176,0.35714
6.3329,1.5769,0.32143,0.011962,0.5
-4.2256,2.24,0.57143,0.004116,0.30357
-3.2505,2.0503,0.60714,0.00066912,0.17857
8.1432,1.5802,0.25,0.010798,0.46429
6.5696,1.6282,0.33929,0.0050611,0.39286
7.4781,1.4132,0.26786,0.01786,0.39286
6.8713,1.4404,0.32143,0.018644,0.33929
7.1953,1.555,0.30357,0.014065,0.42857
-4.7784,1.9632,0.64286,0.0036445,0.28571
7.4508,1.5092,0.30357,0.013822,0.41071
6.2113,1.7368,0.39286,0.0090867,0.28571
-3.7082,2.248,0.60714,0.0027197,0.25
1.5917,2.1021,0.57143,5.8633e-05,0.26786
6.5409,1.3761,0.26786,0.016757,0.41071
-3.0456,2.3382,0.57143,0.0023505,0.23214
-4.8547,2.1321,0.66071,0.00054077,0.26786
7.3832,1.4833,0.32143,0.01345,0.32143
-3.3898,2.3412,0.67857,0.0012758,0.19643
-3.2952,2.1981,0.625,0.0004892,0.26786
7.2672,1.2509,0.32143,0.010555,0.42857
6.0953,1.3874,0.30357,0.011484,0.41071
6.5696,1.6282,0.33929,0.0050611,0.39286
6.2554,1.3778,0.30357,0.018927,0.28571
-3.4451,2.0724,0.58929,0.0046652,0.26786
6.8515,1.5588,0.30357,0.012944,0.44643
7.6429,1.3773,0.28571,0.015493,0.42857
-0.43707,1.4595,0.625,0.00079263,0.30357
7.6243,1.4713,0.26786,0.013592,0.5
-1.7275,1.508,0.51786,0.0041259,0.23214
0.4547,1.3866,0.66071,0.00028516,0.32143
6.839,1.5403,0.25,0.017428,0.25
-4.3115,2.2294,0.60714,0.00044563,0.17857
-3.1855,2.1658,0.58929,0.0031507,0.25
2.3087,1.5839,0.55357,0.0001302,0.17857
-4.2722,2.113,0.64286,0.0022166,0.26786
6.9423,1.3947,0.25,0.019187,0.25
6.9597,1.0927,0.46429,0.00087783,0.16071
6.276,1.4845,0.30357,0.015984,0.30357
-0.16383,1.4514,0.71429,0.00011702,0.32143
6.6548,1.4679,0.30357,0.015722,0.41071
7.1732,1.454,0.30357,0.012567,0.375
-3.5226,2.2675,0.55357,0.0043541,0.25
-3.1963,2.4471,0.53571,0.0028184,0.28571
6.2066,1.6884,0.33929,0.0081549,0.5
-0.60125,1.5936,0.48214,0.0002259,0.26786
6.6219,1.7257,0.32143,0.0079808,0.46429
-0.336,3.1846,0.51786,0.00030673,0.32143
7.1953,1.555,0.30357,0.014065,0.42857
-4.3328,2.0523,0.625,0.0015882,0.25
-4.1553,1.9419,0.64286,0.0015211,0.26786
-4.199,1.9659,0.67857,3.8825e-05,0.17857
-4.0039,1.4769,0.51786,1.2047e-05,0.32143
3.4819,1.9826,0.48214,0.00053108,0.375
-3.085,2.47,0.51786,0.0020661,0.21429
-3.9966,1.8639,0.55357,0.0016178,0.33929
-4.0118,2.0094,0.67857,0.00091281,0.19643
-2.9347,2.3561,0.625,0.0018877,0.17857
-3.334,2.2946,0.55357,0.0031603,0.17857
5.9409,1.7019,0.41071,0.0058116,0.33929
7.3678,1.3748,0.30357,0.011379,0.39286
-3.8144,2.1919,0.60714,0.0025302,0.25
